comment_id,text,hate_speech_score,CGCoT_Breakdown,Bradley_Terry_Score_full,Bradley_Terry_Score_split
37425,@CarmineSabia Name muslim terrorist when they attack ill wait the second shooting was donw by a leftt dem you lot will be silenced on that one though,-0.22,"Original Text: @CarmineSabia Name muslim terrorist when they attack ill wait the second shooting was donw by a leftt dem you lot will be silenced on that one though
Prompt 1 response: The tweet by @CarmineSabia suggests a pattern of selective labeling based on political affiliation:

1. **Initial Claim**: Accuses Muslims of terrorism when attacks occur.
2. **Contrast**: Implies the second incident was perpetrated by a left-wing Democrat, implying a partisan motive.
3. **Threat**: Threatens retaliation (""you lot will be silenced"") against those who challenge or expose this perceived bias.
Prompt 2 response: **Target:** **Muslims** (implicitly via stereotyping) **AND** **Left-wing individuals** (explicitly via political affiliation). **Religious and political demographics.**
Prompt 3 response: Yes.

- **""muslim terrorist""** (explicit slur)
- **""leftt dem""** (mispronounced/profanity-laced insult)
- **""you lot""** (derogatory collective term)
Prompt 4 response: The text **explicitly compares Muslim terrorists to non-human entities** (implied as pests/diseases) via the phrase *""Name muslim terrorist when they attack""* (treating them as a contagious, unnamed threat). It **implies moral inferiority** by framing them as a **target for elimination** (""silenced"") while contrasting them with ""leftt dem"" (leftists), who are framed as a **lesser or more justified threat** (""you lot will be silenced on that one though""). The phrasing suggests **dehumanization** (""terrorist"" as a label) and **biological/moral hierarchy** (Muslims as a ""disease"" vs. leftists as a ""group"").
Prompt 5 response: No, the text does not explicitly express a desire for the target to experience violence, discrimination, exclusion, or harm. However, it contains inflammatory rhetoric, incitement to hatred, and threats of retaliation against a group (implied to be political opponents or a broader demographic). The language is provocative and could be interpreted as encouraging or justifying violence or harm against perceived enemies.",0.8451335787409161,0.8451335787409162
48685,"Libtard self-hating unhappy women pretending. and falsely claiming to be ""religious conservative women"" replying to that article complaining about it's findings, it's so obvious",-0.42,"Original Text: Libtard self-hating unhappy women pretending. and falsely claiming to be ""religious conservative women"" replying to that article complaining about it's findings, it's so obvious
Prompt 1 response: The text critiques a group of women—allegedly presenting as ""religious conservative women""—who are accused of:

1. **Feigned authenticity**: Pretending to embody conservative religious values while secretly harboring resentment or discontent.
2. **Self-deprecation**: Engaging in self-hating behavior, possibly masking genuine dissatisfaction with their perceived roles or beliefs.
3. **Dishonesty**: Falsely portraying themselves as conservative or religious to align with a narrative, despite internal contradictions or hypocrisy.
4. **Obviousness**: The critique suggests their claims are transparently insincere or performative, lacking genuine conviction.

The summary highlights a perceived performative, self-contradictory, and insincere portrayal of conservative religious identity among some women.
Prompt 2 response: **Target:** Women who identify as religious/conservative, implicitly suggesting they are hypocritical or insincere.
Prompt 3 response: Yes.

**Explicit slurs/profanity:**
- ""Libtard"" (derogatory term for liberal)

**Profoundly insulting language:**
- ""self-hating""
- ""unhappy women""
- ""pretending""
- ""falsely claiming""
- ""religious conservative women"" (implied as hypocritical or insincere)
Prompt 4 response: **Yes.** The text dehumanizes the target group by:
1. **Animalistic comparison** (""libtard"")—reducing them to a derogatory, subhuman label.
2. **Biological/moral inferiority**—implied through ""self-hating,"" ""unhappy,"" and ""pretending,"" framing them as emotionally/ethically flawed.
3. **Disease metaphor**—""falsely claiming"" suggests contagious deception, reinforcing moral corruption.
Prompt 5 response: No, the text does not explicitly express a desire for the target to experience violence, discrimination, exclusion, or harm. It conveys frustration, sarcasm, and skepticism about the authenticity and motives of the individuals being criticized.",0.7895512327031554,0.7895512327031525
36407,"No, he's giving arms to Saudi Arabia. You know, the one's who killed a journalist because he called them out on their evil, and where the vast majority of terrorists usually come from. Last time I checked, Mexicans didn't bring down the Trade Center towers, did they, princess? URL",-0.98,"Original Text: No, he's giving arms to Saudi Arabia. You know, the one's who killed a journalist because he called them out on their evil, and where the vast majority of terrorists usually come from. Last time I checked, Mexicans didn't bring down the Trade Center towers, did they, princess? URL
Prompt 1 response: The speaker criticizes a person (likely a U.S. government official) for supplying weapons to Saudi Arabia, citing its role in the murder of journalist Jamal Khashoggi and its association with terrorism. They also mockingly question whether Mexicans were responsible for the 9/11 attacks, implying a false equivalence to undermine the criticism.
Prompt 2 response: **Target:** **Muslims (implied via Saudi Arabia and ""terrorists"")** and **Mexicans (explicitly via ""Mexicans didn’t bring down the Trade Center towers"")**. **Gender:** Likely **women (via ""princess,"" implying misogyny)**. **Religion:** **Islam (via Saudi Arabia and ""terrorists"")**. **Race/ethnicity:** **Latinx/Mexican (explicit)**. **No explicit mention of disability or sexual orientation.**
Prompt 3 response: Yes.

**Specific words/phrases:**
- **""princess""** (insulting, gendered, and condescending)
- **""the one's""** (grammatically incorrect, but also implies derogatory association with Saudi Arabia as a source of harm)
- **""terrorists""** (broad, potentially inflammatory framing of Saudi Arabia as a source of terrorism without nuanced context)
Prompt 4 response: **Yes.** The text compares Saudi Arabia to **terrorists** (implied biological/moral inferiority via association with violence and extremism) and **Mexicans** to **terrorists** (via false equivalence, implying moral inferiority). The phrase *""the one's who killed a journalist""* frames Saudi Arabia as a **disease/pest** (e.g., ""evil,"" ""terrorists""). The rhetorical question about 9/11 **dehumanizes** Mexicans by implying they are inherently violent or complicit in terrorism.
Prompt 5 response: No, the text does not explicitly express a desire for violence, discrimination, exclusion, or harm against the target. However, it does contain **implicit hostility, sarcasm, and inflammatory rhetoric** that could be interpreted as **indirectly inciting animosity, stereotyping, or dehumanizing** (e.g., ""princess,"" ""terrorists,"" ""evil""). The tone is **aggressive and accusatory**, but not a direct call for harm.",0.6140579203966731,0.6140579203966731
3352,"Woman: Cries Early 20th century psychiatrist: She's mentally ill, put her in the insane asylum!",0.23,"Original Text: Woman: Cries Early 20th century psychiatrist: She's mentally ill, put her in the insane asylum!
Prompt 1 response: **Summary:**
A woman exhibiting emotional distress in the early 20th century was diagnosed as ""mentally ill"" by a psychiatrist, leading to her institutionalization in an insane asylum. The response reflects the era’s medical and societal attitudes toward mental health, which often pathologized emotional or behavioral differences without nuanced assessment.
Prompt 2 response: **Target:** Women (gender).
Prompt 3 response: No. The text does not contain explicit slurs, profanity, or profoundly insulting language. It uses **stereotypical, dehumanizing, and historically harmful medicalized language** (""mentally ill,"" ""insane asylum"") to pathologize and justify exclusionary treatment of women based on gender norms.
Prompt 4 response: **Yes.** The psychiatrist dehumanizes the woman by:
- **Biological framing**: ""Mentally ill"" reduces her to a pathological state (like a disease).
- **Institutional confinement**: ""Insane asylum"" implies she is a dangerous or uncontrollable entity (like a pest or animal) requiring containment.
- **Lack of agency**: Her humanity is erased; she is treated as a problem to be managed, not a person with emotions or rights.
Prompt 5 response: No, the text does not explicitly express a desire for violence, discrimination, exclusion, or harm. It presents a historical context of misdiagnosis and institutionalization of women based on outdated and harmful psychiatric practices.",0.33910278963585894,0.33910278963585877
35132,Bitch I ain't hit u up don't that tell you I don't want you no more,-1.5,"Original Text: Bitch I ain't hit u up don't that tell you I don't want you no more
Prompt 1 response: The speaker expresses frustration and rejection by stating they haven’t reached out to the other person, implying they no longer have interest or desire for them. The tone is dismissive and final.
Prompt 2 response: **Target:** **Females (gendered slur ""bitch"")** + **potentially Black or African American (linguistic/cultural context of ""hit u up"")**.
Prompt 3 response: Yes.

- **Bitch** (insulting term directed at the target)
- **Hit u up** (slang for contacting someone, but used in a dismissive context)
- **Don’t that tell you** (grammatically incorrect phrasing, but implies dismissiveness)
Prompt 4 response: **Yes.** The text dehumanizes the target by:
- **Animal comparison** (""bitch,"" a derogatory term for a female dog).
- **Biological/moral inferiority** (""hit u up"" implies transactional, objectified interaction; ""don’t want you no more"" frames rejection as a lack of value).
Prompt 5 response: No, the text does not explicitly express a desire for the target to experience violence, discrimination, exclusion, or harm. It conveys rejection, frustration, or disinterest in continuing contact.",0.4876378996373253,0.4876378996373254
32319,No bitch apply enough pressure to make me feel insecure about myself I'm sorry you can be coldest bitch Inna world I still feel like I'm that bitch PERIODTTT❗️❗️❗️,-2.11,"Original Text: No bitch apply enough pressure to make me feel insecure about myself I'm sorry you can be coldest bitch Inna world I still feel like I'm that bitch PERIODTTT❗️❗️❗️
Prompt 1 response: The speaker asserts self-assurance, rejecting insecurity caused by others, particularly someone perceived as ""cold"" or harsh. Despite external criticism or negativity, they maintain confidence in their identity and worth, emphasizing unshakable self-perception (""that bitch"") with emphatic punctuation.
Prompt 2 response: **Target:** Women (gendered slurs: ""bitch"").
Prompt 3 response: Yes.

- **""bitch""** (repeated, used in a derogatory manner)
- **""coldest bitch""** (insulting, demeaning)
Prompt 4 response: **Yes.** The text dehumanizes the target by:
1. **Animal comparison** (""bitch"" as a derogatory term for a woman, implying animalistic aggression).
2. **Biological/moral inferiority** (""coldest bitch"" frames them as emotionally unworthy, lacking warmth or humanity).
3. **Rejection of their identity** (""still feel like I'm that bitch"" implies the speaker rejects their perceived flaws, reinforcing their perceived inferiority).
Prompt 5 response: No, the text does not explicitly express a desire for the target to experience violence, discrimination, exclusion, or harm. It conveys frustration, self-affirmation, and a dismissive attitude toward the target, but lacks direct incitement to harm.",0.6408064310127725,0.6408064310127722
11457,You must have some pretty weird cats ngl,-2.48,"Original Text: You must have some pretty weird cats ngl
Prompt 1 response: The speaker acknowledges having some unusual or unconventional cats.
Prompt 2 response: No.
Prompt 3 response: No.
Prompt 4 response: No direct comparison to non-human entities or biological/moral inferiority implied. The phrase *""pretty weird cats""* is colloquial, using ""weird"" as a playful descriptor (not a biological/moral judgment) and ""cats"" as a metaphor for people (common in informal speech). No explicit dehumanization or inferiority framing.
Prompt 5 response: No. The text expresses casual acknowledgment of a perceived oddity (e.g., pets) without any implication of violence, discrimination, exclusion, or harm.",0.3400719643370502,0.34007196433705006
27488,@r4ndie98 Gay ass cunt!,0.94,"Original Text: @r4ndie98 Gay ass cunt!
Prompt 1 response: The text contains a highly offensive and derogatory slur directed at someone identified as ""Gay ass cunt."" It is a vulgar, homophobic, and misogynistic insult. No constructive summary is possible due to its explicit and harmful nature.
Prompt 2 response: **Target:** **LGBTQ+ individuals (specifically gay men)**.
Prompt 3 response: Yes.

- **""Gay ass""** (homophobic slur)
- **""Cunt""** (profoundly insulting and vulgar)
Prompt 4 response: The text uses **dehumanizing slurs** (""cunt"") to **explicitly degrade the target as biologically inferior** (via sexualized insults) and **morally corrupt** (implied vulgarity). No non-human comparisons are made, but the language **reduces the target to a subhuman, filthy, or disgusting entity** through crude, objectifying language.
Prompt 5 response: No, the text does not explicitly express a desire for violence, discrimination, exclusion, or harm. It is a homophobic slur directed at someone identified as gay, but it lacks explicit calls for harm or violence.",0.7587738595174035,0.7587738595174038
405,"MemeriTV: ""The US is a filthy whore dog of Israel!""",2.08,"Original Text: MemeriTV: ""The US is a filthy whore dog of Israel!""
Prompt 1 response: The statement **""The US is a filthy whore dog of Israel!""** from **MemeriTV** is a **highly inflammatory, antisemitic, and dehumanizing** accusation that:

1. **Equates the U.S. to a prostitute** (a ""whore"") in a vulgar, derogatory manner.
2. **Compares the U.S. to a dog** (a subhuman, subservient animal), reinforcing dehumanization.
3. **Accuses the U.S. of being a puppet or subordinate to Israel**, implying uncritical loyalty or servitude.
4. **Contains antisemitic undertones** by framing U.S.-Israel relations in a way that degrades Israelis (or Jewish influence) and portrays them as manipulative or dominant.
5. **Uses extreme, hyperbolic language** to evoke strong emotional reactions, often seen in conspiracy theories or hate speech.

The statement is **not a factual claim** but rather a **provocative, offensive, and potentially antisemitic** rhetorical attack.
Prompt 2 response: **Yes.** Targets **Jewish people** (implied via anti-Israel rhetoric as a proxy for anti-Jewish sentiment).
Prompt 3 response: Yes.

- **""filthy whore""** (profoundly insulting, dehumanizing)
- **""whore dog""** (profoundly insulting, dehumanizing)
Prompt 4 response: Yes. The text compares the US to a **non-human entity (a ""whore dog"")**, implying **biological inferiority** (animalization) and **moral degradation** (dehumanization via sexualized insult). The term ""filthy"" further degrades it as unclean or polluted.
Prompt 5 response: No, the text does **not** explicitly express a desire for the target (Israel or the U.S.) to experience violence, discrimination, exclusion, or harm. Instead, it uses **hyperbolic, inflammatory language** (a metaphor comparing the U.S. to a ""filthy whore dog"") to convey **strong criticism, moral condemnation, or political opposition**—likely framed as a **rhetorical attack** rather than a call for harm. The intent appears to be **provocative, symbolic, or ideological** rather than literal.",0.7511749067494913,0.7511749067494913
9814,I'll fuck your face while I abuse your tits and slap your pussy until I've drained every drop of cum out of my balls,1.37,"Original Text: I'll fuck your face while I abuse your tits and slap your pussy until I've drained every drop of cum out of my balls
Prompt 1 response: The text contains explicit, non-consensual, and degrading language. It describes violent, coercive, and sexually abusive behavior. This is not a summary but a description of harmful, illegal, and unethical content.
Prompt 2 response: **Yes.** Targets **women** (gender) and **heterosexual men** (sexual orientation).
Prompt 3 response: Yes.

- **Explicit slurs/profanity/insulting language:**
  - ""fuck your face""
  - ""abuse your tits""
  - ""slap your pussy""
  - ""drained every drop of cum out of my balls""
Prompt 4 response: The text **explicitly dehumanizes** the target by reducing them to **biologically inferior, objectified body parts** (""face,"" ""tits,"" ""pussy"") and **reproductive functions** (""drained every drop of cum""). The language frames them as **passive, subservient, and biologically functional**—akin to a **machine or animal**—rather than a sentient, moral agent. The tone implies **dominance, ownership, and biological exploitation**, reinforcing inferiority.
Prompt 5 response: No, the text does not express a desire for the target to experience violence, discrimination, exclusion, or harm. It contains explicit, degrading, and objectifying language but does not explicitly advocate for physical harm or violence.",0.7973799873018896,0.7973799873018896
17594,Because Muslims are the most visible brown people. People like you who suck white people's dick are hopeless.,0.66,"Original Text: Because Muslims are the most visible brown people. People like you who suck white people's dick are hopeless.
Prompt 1 response: The text expresses a critical and derogatory stance toward individuals perceived as pandering to white interests, framing them as ""white dick suckers"" who are seen as lacking moral or political integrity. It highlights a perceived racial and political dynamic, where Muslims are portrayed as the most visibly affected or affected group by systemic issues, contrasting them with those who allegedly prioritize white concerns over justice or solidarity with marginalized communities. The language is confrontational and accusatory.
Prompt 2 response: **Yes.** Targets:
- **Religion:** Muslims
- **Race/ethnicity:** ""Brown people"" (implied non-white)
- **Gender/sexual orientation:** Cisgender men perceived as effeminate or submissive (""suck white people's dick"")
Prompt 3 response: Yes.

- **""People like you who suck white people's dick""** (explicitly degrading and racially charged).
Prompt 4 response: Yes. The text dehumanizes Muslims by comparing them to **""brown people""** (a reductive racial stereotype) and implies moral inferiority by calling them **""hopeless.""** The phrase *""suck white people's dick""* is a vulgar, dehumanizing insult, framing Muslims as subservient or parasitic.
Prompt 5 response: No, the text does not explicitly express a desire for the target to experience violence, discrimination, exclusion, or harm. However, it contains **hostile, dehumanizing, and exclusionary language** that promotes **bigotry, stereotyping, and hostility toward Muslims and people of color**, particularly in a derogatory and inflammatory manner. The phrasing is **intentionally provocative and divisive**, but it does not directly call for physical or systemic harm.",0.8588921555667914,0.8588921555667912
3658,"Go kill yourself you giving a bad rep for all minorities you fucking cum licker , dick chomper , big red",1.91,"Original Text: Go kill yourself you giving a bad rep for all minorities you fucking cum licker , dick chomper , big red
Prompt 1 response: The text contains a highly offensive and derogatory message directed at an unspecified individual, using extreme and dehumanizing slurs (""cum licker,"" ""dick chomper"") and racial/ethnic slurs (""big red""). The speaker expresses anger, frustration, and a desire for self-harm (""go kill yourself""), while also implying the target is harming the reputation of minorities. The language is violent, racist, and misogynistic.
Prompt 2 response: **Target:** **LGBTQ+ individuals (specifically, gay men)**—explicitly via slurs (*""cum licker,"" ""dick chomper""*) and implied racial/ethnic stereotyping (*""bad rep for all minorities,"" ""big red""* likely referencing redneck/white working-class associations). **Gender:** Male (via slurs). **No explicit disability, religion, or other demographics.**
Prompt 3 response: Yes.

**Explicit slurs/profanity/insults:**
- ""Go kill yourself""
- ""you giving a bad rep for all minorities""
- ""fucking""
- ""cum licker""
- ""dick chomper""
- ""big red"" (often used as a slur against Asian individuals)
Prompt 4 response: **Yes.** The text dehumanizes the target by:
- **Biological/moral inferiority**: ""cum licker,"" ""dick chomper"" reduce them to animalistic, filthy, or disgusting acts (oral sex framed as predatory or degrading).
- **Biological comparison**: ""big red"" (likely referencing race/ethnicity) implies a crude, reductive biological trait (""red"" as a racial slur) tied to degradation (""licker/chomper""). The phrasing evokes visceral disgust akin to pests or diseases (""you giving a bad rep for all minorities"" frames them as a contaminating force).
Prompt 5 response: No, the text does not express a desire for the target to experience violence, discrimination, exclusion, or harm. However, it contains **explicit slurs, threats of self-harm, and extreme insults** that are harmful, dehumanizing, and likely intended to provoke emotional distress or retaliation.",0.8951181881098056,0.8951181881098057
39586,Whore knows her place as a man's sex object URL,1.26,"Original Text: Whore knows her place as a man's sex object URL
Prompt 1 response: The text is a derogatory and misogynistic phrase that reduces a woman to a degrading stereotype, framing her as an object for male sexual use. It implies that women should be subservient and exist solely for men's sexual gratification, reinforcing harmful gender norms. The phrase is offensive, sexist, and perpetuates harmful attitudes toward women.
Prompt 2 response: **Target:** Women (implied as sex workers or perceived as such), with implicit gendered and objectifying connotations. No explicit demographic beyond gender is targeted.
Prompt 3 response: Yes.

- **Whore** (explicit slur)
- **sex object** (profoundly degrading language)
Prompt 4 response: Yes. The text dehumanizes the target by comparing them to a **sex object** (a non-sentient, objectified entity) and implies **moral inferiority** through the phrase *""whore,""* which carries connotations of shame, exploitation, and subjugation. The phrasing reinforces subordination via biological/moral degradation.
Prompt 5 response: No, the text does not explicitly express a desire for violence, discrimination, exclusion, or harm. It uses derogatory language to demean and objectify, but it does not call for or imply physical harm, systemic exclusion, or violent intent.",0.6289293023103327,0.6289293023103326
25153,@realDonaldTrump This is what the UK Really thinks of you... There were no large cheering & flag waving crowds... There were thousands of JEERING men women & children in protest that you set foot on our soil! #TrumpUKVisit #TrumpProtest #Mueller URL,0.45,"Original Text: @realDonaldTrump This is what the UK Really thinks of you... There were no large cheering & flag waving crowds... There were thousands of JEERING men women & children in protest that you set foot on our soil! #TrumpUKVisit #TrumpProtest #Mueller URL
Prompt 1 response: The tweet highlights a critical reception of Donald Trump’s UK visit, emphasizing:

- **Lack of support**: No large, enthusiastic crowds or flag-waving displays.
- **Massive protests**: Thousands of people—men, women, and children—protested his presence, jeering him.
- **Hashtags**: #TrumpUKVisit, #TrumpProtest, #Mueller (likely referencing Mueller investigation context).
Prompt 2 response: **Target:** **White nationalist/alt-right supporters, Trump supporters, and far-right groups** (implicitly via opposition to Trump and association with ""alt-right"" rhetoric in the URL and tone). **Explicitly:** **No direct demographic targeting** (race, religion, gender, etc.) in the text itself, but the **contextual framing** (e.g., ""JEERING men women & children,"" ""alt-right"" URL) **implies opposition to Trump’s base** (primarily **white Christian conservatives, MAGA supporters, and far-right online communities**).
Prompt 3 response: No explicit slurs, profanity, or profoundly insulting language specifically directed at the target are present in the text. The word **""JEERING""** is a verb form (not a slur) and refers to mocking or taunting behavior, not a direct insult.
Prompt 4 response: **Yes.** The text compares Trump to **dirt** (""dirt"" implied by ""set foot on our soil"") and **pests** (""thousands... in protest that you set foot on our soil""). It also implies moral inferiority by framing his presence as an **unwanted intrusion** (""no large cheering crowds,"" ""jeering""). No explicit biological inferiority, but the imagery reinforces contempt.
Prompt 5 response: No, the text does not explicitly express a desire for the target to experience violence, discrimination, exclusion, or harm. It conveys frustration, opposition, and criticism of the target's visit to the UK, but it does not advocate for or imply such outcomes.",0.35820853835305877,0.35820853835305877
23044,retards. My god are these people ducking retarded. Maybe your girl will lose interest in your fat dumbass cause these people are pieces of shit. I don't mistreat my girl and I don't even talk down on her.,1.76,"Original Text: retards. My god are these people ducking retarded. Maybe your girl will lose interest in your fat dumbass cause these people are pieces of shit. I don't mistreat my girl and I don't even talk down on her.
Prompt 1 response: The text contains highly offensive and derogatory language, including slurs (""retards,"" ""fat dumbass,"" ""pieces of shit"") and misogynistic remarks (""Maybe your girl will lose interest in your fat dumbass""). The speaker expresses contempt for others, criticizes their perceived behavior, and implies superiority through demeaning language. The tone is aggressive, dismissive, and hostile.
Prompt 2 response: **Target:** People with intellectual disabilities (derogatory slur), **and** women (implied via ""your girl"") and men (implied via ""fat dumbass"").
Prompt 3 response: Yes.

- **Explicit slurs/profanity:**
  - ""retards"" (derogatory term for people with intellectual disabilities)
  - ""retarded"" (derogatory term for people with intellectual disabilities)
  - ""fat dumbass"" (insulting compound phrase)
  - ""pieces of shit"" (profoundly insulting phrase)

- **Profoundly insulting language directed at the target:**
  - ""Maybe your girl will lose interest in your fat dumbass"" (degrading and dehumanizing)
  - ""I don't mistreat my girl and I don't even talk down on her"" (implied superiority and belittling of others' partners)
Prompt 4 response: Yes. The text dehumanizes the target by:
- **Biological/moral inferiority**: ""retards"" (derogatory term for intellectual disability), ""dumbass"" (intellectual slur), ""pieces of shit"" (moral degradation).
- **Non-human comparison**: Implies they are subhuman (""ducking retarded"" as animal-like avoidance, ""pieces of shit"" as inanimate waste).
Prompt 5 response: Yes, the text expresses a **desire for harm, degradation, and exclusion** through:

1. **Dehumanizing slurs** (""retards,"" ""pieces of shit"")—intended to incite hostility and violence toward the target group.
2. **Explicit threats of rejection and humiliation** (""Maybe your girl will lose interest in your fat dumbass"")—suggesting emotional and social harm.
3. **Degradation and belittlement** (""talk down on her"")—implying psychological abuse and degradation.
4. **Generalized hostility**—the language is designed to provoke exclusion, discrimination, and potential physical/verbal aggression.",0.8862131321267911,0.8862131321267911
4634,Agreed. Never listen to the deception out the christians mouths. They are wicked liars and worship the devil. The words 'sick' is meant to me good. The word 'come' is also a dirty word.. They celebrate pagan religions. 4:20 is hitlers birthday..,0.81,"Original Text: Agreed. Never listen to the deception out the christians mouths. They are wicked liars and worship the devil. The words 'sick' is meant to me good. The word 'come' is also a dirty word.. They celebrate pagan religions. 4:20 is hitlers birthday..
Prompt 1 response: The text expresses extreme hostility toward Christianity, accusing it of deception, wickedness, and devil worship. It includes derogatory interpretations of words (""sick"" as positive, ""come"" as vulgar) and claims Christians celebrate paganism. It also falsely associates ""4:20"" with Hitler’s birthday. The rhetoric is inflammatory, conspiratorial, and factually unsupported.
Prompt 2 response: **Target:** **Christians** (implicitly, with additional broad, derogatory associations to **pagan worshippers, Nazis, and perceived ""deviants""** via coded language).
Prompt 3 response: Yes.

- **""Christians""** (implied as a derogatory term)
- **""Wicked liars""** (profoundly insulting)
- **""Devil""** (insulting)
- **""Sick""** (used as a slur)
- **""Dirty word""** (applied to ""come"")
- **""Pagan religions""** (insulting)
- **""4:20 is Hitler’s birthday""** (insulting, offensive, and historically problematic)
Prompt 4 response: **Yes.** The text dehumanizes and morally condemns the target by:
- **Comparing to disease**: *""The words 'sick' is meant to me good""* (implying moral corruption as contagious).
- **Degrading language**: *""dirty word""* (reducing speech to filth).
- **Associating with evil**: *""wicked liars,"" ""worship the devil,"" ""pagan religions""* (biological/moral inferiority via demonization).
- **Hitlerian equivalence**: *""4:20 is Hitler’s birthday""* (dehumanizing through historical monstrosity).
Prompt 5 response: No, the text does not explicitly express a desire for violence, discrimination, exclusion, or harm against the target. However, it contains **hateful rhetoric, dehumanizing language, and inflammatory accusations** (e.g., calling individuals ""wicked liars,"" associating them with the devil, and using derogatory terms). The tone is hostile, but the intent is not clearly articulated as a call for physical or systemic harm.",0.837636334405625,0.8376363344056246
48705,"Bitch in the white had cotton mouth bad didn't she, lil thirsty ass",1.3,"Original Text: Bitch in the white had cotton mouth bad didn't she, lil thirsty ass
Prompt 1 response: The speaker expresses disapproval of someone (referred to as ""bitch in the white"") for having poor manners or behavior, specifically criticizing their rude or ungrateful attitude (""cotton mouth bad"") and suggesting they are overly demanding or entitled (""lil thirsty ass""). The phrasing is aggressive and dismissive.
Prompt 2 response: **Target:** Women (gendered slur), with implicit racial stereotyping (association with ""cotton mouth"" as a racialized slur).
Prompt 3 response: Yes.

- **Bitch**
- **Cotton mouth**
- **Lil thirsty ass**
Prompt 4 response: Yes. The text dehumanizes the target by comparing them to a **dog (""bitch"")** and **dirt (""cotton mouth"")**, implying moral and biological inferiority through vulgar, degrading language (""lil thirsty ass"").
Prompt 5 response: No, the text does not explicitly express a desire for the target to experience violence, discrimination, exclusion, or harm. It uses derogatory and vulgar language, but it does not advocate for or imply physical, systemic, or emotional harm.",0.5538763024253449,0.5538763024253448
28090,@freetobe66 @michaelbeatty3 @1Romans58 @realDonaldTrump I Will Be Damned If My Federal Tax Dollars Will Be Used To Give Scum Sucking Illegals Free Health Insurance. They Should Be Terminated At The Border,4.65,"Original Text: @freetobe66 @michaelbeatty3 @1Romans58 @realDonaldTrump I Will Be Damned If My Federal Tax Dollars Will Be Used To Give Scum Sucking Illegals Free Health Insurance. They Should Be Terminated At The Border
Prompt 1 response: The tweet expresses strong opposition to using federal tax dollars for healthcare coverage for undocumented immigrants, stating:

- **""I Will Be Damned""** – Emphasizes moral outrage.
- **""Free Health Insurance""** – Criticizes what is perceived as a benefit for undocumented individuals.
- **""Scum Sucking Illegals""** – Uses derogatory language to describe undocumented immigrants.
- **""Terminated At The Border""** – Advocates for stricter border enforcement, including deportation.

The message reflects a stance against federal funding for undocumented immigrants' healthcare and supports stricter immigration policies.
Prompt 2 response: **Target:** Undocumented immigrants (implied as a group via racialized/ethnicized language: ""scum sucking illegals"").
Prompt 3 response: Yes.

- **Slurs/insulting language**:
  - ""Scum sucking""
  - ""Illegals"" (derogatory term)
  - ""Terminated"" (used in a dehumanizing context)
Prompt 4 response: **Yes.** The text compares the target to **scum** (a derogatory term implying moral inferiority) and **illegals** (a dehumanizing label). The phrase *""Terminated at the border""* frames them as pests or threats to be eradicated, reinforcing biological/moral inferiority.
Prompt 5 response: No, the text does not explicitly express a desire for the target group to experience violence, discrimination, exclusion, or harm. It conveys frustration, opposition to policies, and a demand for stricter border control (e.g., ""Terminated at the border"").",0.8485301066445524,0.8485301066445524
47219,Yea we should just go ahead and blow that shit hole of a country up.,3.82,"Original Text: Yea we should just go ahead and blow that shit hole of a country up.
Prompt 1 response: The text expresses a violent and extreme call to destroy a country, using derogatory language (""shit hole"") to demean it. The sentiment is inflammatory, advocating for destruction and hostility.
Prompt 2 response: **Yes.** The text targets **Muslims** (implied via the term *""shit hole of a country""* as a derogatory reference to Muslim-majority nations).
Prompt 3 response: Yes.

- **""shit hole""** (insulting and dehumanizing phrase directed at a country)
Prompt 4 response: Yes. The text dehumanizes the target by:
- **Comparing it to a ""shit hole""** (a filthy, worthless place, akin to waste/dirt).
- **Using ""blow up""** (a violent, destructive act typically reserved for non-living objects or threats like bombs, pests, or diseases).
- **Implied biological/moral inferiority**: The phrase ""shit hole"" suggests the country is unclean, uninhabitable, or unworthy of existence—akin to a disease or pest infestation.
Prompt 5 response: No, the text does not explicitly express a desire for the target to experience violence, discrimination, exclusion, or harm. Instead, it uses inflammatory, hyperbolic language to express frustration or opposition to a place or concept, without a clear, direct call for harm. The phrasing is extreme and reckless, but it does not unambiguously advocate for violence or harm.",0.8143907108968799,0.8143907108968799
39510,wow what a retardedly retarded retard,3.38,"Original Text: wow what a retardedly retarded retard
Prompt 1 response: The text is a vulgar and offensive slur, using the word **""retard""** (or **""retarded""**) in a highly derogatory and repetitive manner to insult or demean someone. It is considered deeply offensive and inappropriate.
Prompt 2 response: **Target:** Individuals with intellectual disabilities (pejorative slur).
Prompt 3 response: Yes.

- **Retarded** (used twice)
- **Retard** (used twice)
Prompt 4 response: Yes. The text uses **""retarded""** (a slur historically tied to intellectual disability) to **dehumanize and degrade** the target, implying **biological/moral inferiority** through:
- **Biological:** Suggests cognitive impairment (a disability).
- **Moral:** Reinforces contempt via repeated, exaggerated insult (""retardedly retarded""), framing the target as **lesser than human** (akin to a pest or defective entity).
Prompt 5 response: No, the text does not express a desire for violence, discrimination, exclusion, or harm. It uses a highly offensive and derogatory slur (""retard"") in a repetitive, exaggerated manner, but the intent appears to be one of mockery or insult rather than advocacy for harm.",0.6406112274112026,0.6406112274112024
