item1_id,item2_id,item1_text,item2_text,item1_score,item2_score,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10
11870,11457,Got it. Thanks for the clarifying and congrats for you on being open and proud about your sexuality. It's a hard journey for many to accept and is a beautiful thing when people can be open and confident about who they truly are!,You must have some pretty weird cats ngl,-5.65,-2.48,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4634,21374,Agreed. Never listen to the deception out the christians mouths. They are wicked liars and worship the devil. The words 'sick' is meant to me good. The word 'come' is also a dirty word.. They celebrate pagan religions. 4:20 is hitlers birthday..,"O Allah, forgive him and elevate his station among those who are guided. Send him along the path of those who came before, and forgive us and him, O Lord of the worlds. Enlarge for him his grave and shed light upon him in it. URL",0.81,-3.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4634,5360,Agreed. Never listen to the deception out the christians mouths. They are wicked liars and worship the devil. The words 'sick' is meant to me good. The word 'come' is also a dirty word.. They celebrate pagan religions. 4:20 is hitlers birthday..,Fellow trans girl here! Love and support confirmed!,0.81,-8.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9814,22129,I'll fuck your face while I abuse your tits and slap your pussy until I've drained every drop of cum out of my balls,@CardDominant here to spoil but you're talking shit ?? Shut the fuck up. Can't even show your ugly ass face cause you're probably some old fucking hag who has a clit instead of a dick. Blocked again.,1.37,3.58,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
11457,48685,You must have some pretty weird cats ngl,"Libtard self-hating unhappy women pretending. and falsely claiming to be ""religious conservative women"" replying to that article complaining about it's findings, it's so obvious",-2.48,-0.42,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
14407,7153,"As a Pale white Algerian, I frequently play on the American server for Overwatch, and almost everyone assumes I am Black, and are surprised or don't believe me when i say I am actually white with dark blond hair and dark green eyes!  There is great diversity in Africa, people by know should know.","Such an amazing culture and religion, they're so emotional but benevolent! ♥ South America has a large following of Yoruba religions (Umbanda and Candomblé) and the celebrations are incredible.",-5.8,-5.7,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
10695,3658,"That's why that one came here, went through the difficult process of getting a green card, waited for citizenship, got citizenship, became a part of her community, won election to the a Minnesota House, and won election to the US House. Sounds pretty much like she must love this country.","Go kill yourself you giving a bad rep for all minorities you fucking cum licker , dick chomper , big red",-5.79,1.91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9814,48424,I'll fuck your face while I abuse your tits and slap your pussy until I've drained every drop of cum out of my balls,JESUStheATHEIST1 throwing gays off roofs? Come back when ur sober guy,1.37,4.34,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
405,43497,"MemeriTV: ""The US is a filthy whore dog of Israel!""","White nationalists will be always be that, deplorables in every sense, and the people that say they are not, are either liars or idiots, enjoy while it last, it won't be long anyway. I am tired of them and idiots scare me more than al-queda at this point, so guess who I want gone by now. , I want the hypocrite liars and real evil people dead or in healing forever, but the rest of idiots? Want to be merciful with them, just gone and ever come back..",2.08,-1.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43497,14352,"White nationalists will be always be that, deplorables in every sense, and the people that say they are not, are either liars or idiots, enjoy while it last, it won't be long anyway. I am tired of them and idiots scare me more than al-queda at this point, so guess who I want gone by now. , I want the hypocrite liars and real evil people dead or in healing forever, but the rest of idiots? Want to be merciful with them, just gone and ever come back..","Beat it out of her, or throw her to the curb. No use for uppity niggers.",-1.55,3.76,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
802,17594,see this is why aliens wont come here well just call them weird and enslave them or kill them all,Because Muslims are the most visible brown people. People like you who suck white people's dick are hopeless.,5.1,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48424,25153,JESUStheATHEIST1 throwing gays off roofs? Come back when ur sober guy,@realDonaldTrump This is what the UK Really thinks of you... There were no large cheering & flag waving crowds... There were thousands of JEERING men women & children in protest that you set foot on our soil! #TrumpUKVisit #TrumpProtest #Mueller URL,4.34,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39121,2320,"Very sad to hear the news of the demise of respected former foreign minister @SushmaSwaraj ji She did not discriminate against anyone, be it Pakistan or Indian, but helped every person Today, Indian politics and BJP have lost a leader of good personality.(1/1) #RIPSushmaSwaraj ji URL",That sounds epic!!! Almost All my friends at school know and i havent flat out told my parents but they know I'm not straight.,-5.85,-6.01,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
37425,20877,@CarmineSabia Name muslim terrorist when they attack ill wait the second shooting was donw by a leftt dem you lot will be silenced on that one though,Wait— Dudes are clowning this kid and calling him gay for wearing pink? Ya really not comfortable with your own sexuality and it shows. I think this fit is dumb cute. URL,-0.22,-6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
405,44720,"MemeriTV: ""The US is a filthy whore dog of Israel!""",The only due process is deportation. Seriously people? There should never be any RIGHTS guaranteed to any ILLEGAL other than a bus ride back to the country they snuck over the boarder from.,2.08,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2320,4457,That sounds epic!!! Almost All my friends at school know and i havent flat out told my parents but they know I'm not straight.,"happy pride, one year, I volunteered for our city's pride parade and I remember thinking that it was the first time in my life that I was the sexual minority (I'm a heterosexual), as everyone around me was LGBT. This was just for a weekend and I'm an adult so I can imagine a child or a teen who lives that every day could find that very challenging.",-6.01,-2.89,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
21374,7153,"O Allah, forgive him and elevate his station among those who are guided. Send him along the path of those who came before, and forgive us and him, O Lord of the worlds. Enlarge for him his grave and shed light upon him in it. URL","Such an amazing culture and religion, they're so emotional but benevolent! ♥ South America has a large following of Yoruba religions (Umbanda and Candomblé) and the celebrations are incredible.",-3.15,-5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10695,35743,"That's why that one came here, went through the difficult process of getting a green card, waited for citizenship, got citizenship, became a part of her community, won election to the a Minnesota House, and won election to the US House. Sounds pretty much like she must love this country.","Meet the 23-Year-Old Indian Origin Doctor Bhasha Mukherjee, Who Is Now 'Miss England' URL",-5.79,-2.81,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4457,17594,"happy pride, one year, I volunteered for our city's pride parade and I remember thinking that it was the first time in my life that I was the sexual minority (I'm a heterosexual), as everyone around me was LGBT. This was just for a weekend and I'm an adult so I can imagine a child or a teen who lives that every day could find that very challenging.",Because Muslims are the most visible brown people. People like you who suck white people's dick are hopeless.,-2.89,0.66,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
405,20877,"MemeriTV: ""The US is a filthy whore dog of Israel!""",Wait— Dudes are clowning this kid and calling him gay for wearing pink? Ya really not comfortable with your own sexuality and it shows. I think this fit is dumb cute. URL,2.08,-6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11870,35743,Got it. Thanks for the clarifying and congrats for you on being open and proud about your sexuality. It's a hard journey for many to accept and is a beautiful thing when people can be open and confident about who they truly are!,"Meet the 23-Year-Old Indian Origin Doctor Bhasha Mukherjee, Who Is Now 'Miss England' URL",-5.65,-2.81,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
22129,39510,@CardDominant here to spoil but you're talking shit ?? Shut the fuck up. Can't even show your ugly ass face cause you're probably some old fucking hag who has a clit instead of a dick. Blocked again.,wow what a retardedly retarded retard,3.58,3.38,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
28090,20877,@freetobe66 @michaelbeatty3 @1Romans58 @realDonaldTrump I Will Be Damned If My Federal Tax Dollars Will Be Used To Give Scum Sucking Illegals Free Health Insurance. They Should Be Terminated At The Border,Wait— Dudes are clowning this kid and calling him gay for wearing pink? Ya really not comfortable with your own sexuality and it shows. I think this fit is dumb cute. URL,4.65,-6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37425,25153,@CarmineSabia Name muslim terrorist when they attack ill wait the second shooting was donw by a leftt dem you lot will be silenced on that one though,@realDonaldTrump This is what the UK Really thinks of you... There were no large cheering & flag waving crowds... There were thousands of JEERING men women & children in protest that you set foot on our soil! #TrumpUKVisit #TrumpProtest #Mueller URL,-0.22,0.45,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
14716,35132,"Yeah, like I said I agree with that point. Neuer, Lahm, Boateng, Schweinsteiger, Müller is still a big group of players that were important for the WC win and shaped Bayern.",Bitch I ain't hit u up don't that tell you I don't want you no more,-2.71,-1.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
35132,39586,Bitch I ain't hit u up don't that tell you I don't want you no more,Whore knows her place as a man's sex object URL,-1.5,1.26,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
14716,39586,"Yeah, like I said I agree with that point. Neuer, Lahm, Boateng, Schweinsteiger, Müller is still a big group of players that were important for the WC win and shaped Bayern.",Whore knows her place as a man's sex object URL,-2.71,1.26,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
47219,14716,Yea we should just go ahead and blow that shit hole of a country up.,"Yeah, like I said I agree with that point. Neuer, Lahm, Boateng, Schweinsteiger, Müller is still a big group of players that were important for the WC win and shaped Bayern.",3.82,-2.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14716,23044,"Yeah, like I said I agree with that point. Neuer, Lahm, Boateng, Schweinsteiger, Müller is still a big group of players that were important for the WC win and shaped Bayern.",retards. My god are these people ducking retarded. Maybe your girl will lose interest in your fat dumbass cause these people are pieces of shit. I don't mistreat my girl and I don't even talk down on her.,-2.71,1.76,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
23044,35132,retards. My god are these people ducking retarded. Maybe your girl will lose interest in your fat dumbass cause these people are pieces of shit. I don't mistreat my girl and I don't even talk down on her.,Bitch I ain't hit u up don't that tell you I don't want you no more,1.76,-1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47219,39586,Yea we should just go ahead and blow that shit hole of a country up.,Whore knows her place as a man's sex object URL,3.82,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47219,23044,Yea we should just go ahead and blow that shit hole of a country up.,retards. My god are these people ducking retarded. Maybe your girl will lose interest in your fat dumbass cause these people are pieces of shit. I don't mistreat my girl and I don't even talk down on her.,3.82,1.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17004,35132,"Yeah, not like those liberated hollywood types who just rape women and children. Definitely morally superior.",Bitch I ain't hit u up don't that tell you I don't want you no more,0.02,-1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17004,39586,"Yeah, not like those liberated hollywood types who just rape women and children. Definitely morally superior.",Whore knows her place as a man's sex object URL,0.02,1.26,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
42616,17004,Me too! It's the 21st century and they still haven't learned anything from Dr. Martin Luther King!,"Yeah, not like those liberated hollywood types who just rape women and children. Definitely morally superior.",-2.5,0.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17004,47219,"Yeah, not like those liberated hollywood types who just rape women and children. Definitely morally superior.",Yea we should just go ahead and blow that shit hole of a country up.,0.02,3.82,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17004,23044,"Yeah, not like those liberated hollywood types who just rape women and children. Definitely morally superior.",retards. My god are these people ducking retarded. Maybe your girl will lose interest in your fat dumbass cause these people are pieces of shit. I don't mistreat my girl and I don't even talk down on her.,0.02,1.76,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
42616,35132,Me too! It's the 21st century and they still haven't learned anything from Dr. Martin Luther King!,Bitch I ain't hit u up don't that tell you I don't want you no more,-2.5,-1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
22840,42616,URL helping the rohingya refugees is also another cause that you could also spend your time on ❤️ be kind,Me too! It's the 21st century and they still haven't learned anything from Dr. Martin Luther King!,-5.6,-2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
22840,14716,URL helping the rohingya refugees is also another cause that you could also spend your time on ❤️ be kind,"Yeah, like I said I agree with that point. Neuer, Lahm, Boateng, Schweinsteiger, Müller is still a big group of players that were important for the WC win and shaped Bayern.",-5.6,-2.71,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
22840,17004,URL helping the rohingya refugees is also another cause that you could also spend your time on ❤️ be kind,"Yeah, not like those liberated hollywood types who just rape women and children. Definitely morally superior.",-5.6,0.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
42616,39586,Me too! It's the 21st century and they still haven't learned anything from Dr. Martin Luther King!,Whore knows her place as a man's sex object URL,-2.5,1.26,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
42616,47219,Me too! It's the 21st century and they still haven't learned anything from Dr. Martin Luther King!,Yea we should just go ahead and blow that shit hole of a country up.,-2.5,3.82,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
22840,47219,URL helping the rohingya refugees is also another cause that you could also spend your time on ❤️ be kind,Yea we should just go ahead and blow that shit hole of a country up.,-5.6,3.82,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
22840,23044,URL helping the rohingya refugees is also another cause that you could also spend your time on ❤️ be kind,retards. My god are these people ducking retarded. Maybe your girl will lose interest in your fat dumbass cause these people are pieces of shit. I don't mistreat my girl and I don't even talk down on her.,-5.6,1.76,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3068,3352,MGTOW is fucking gay why don't you just castrate yourself,"Woman: Cries Early 20th century psychiatrist: She's mentally ill, put her in the insane asylum!",3.39,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45712,36407,America God Said Stop Abortions. He is not joking!!!!!! For Full prophecy go to King of Glory Ministries on YouTube,"No, he's giving arms to Saudi Arabia. You know, the one's who killed a journalist because he called them out on their evil, and where the vast majority of terrorists usually come from. Last time I checked, Mexicans didn't bring down the Trade Center towers, did they, princess? URL",-2.61,-0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1952,3352,this stupid bitch im gonna clock her over the head with a masonry hammer until she passes out and lock her inside a grandfather clock and rape her with a pendulum and keep her there until she starves to die,"Woman: Cries Early 20th century psychiatrist: She's mentally ill, put her in the insane asylum!",3.64,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48705,37102,"Bitch in the white had cotton mouth bad didn't she, lil thirsty ass",Tall guys love em cos they love us back. And most times...we give the energy we get. 😍 URL,1.3,-4.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45712,27488,America God Said Stop Abortions. He is not joking!!!!!! For Full prophecy go to King of Glory Ministries on YouTube,@r4ndie98 Gay ass cunt!,-2.61,0.94,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3352,36407,"Woman: Cries Early 20th century psychiatrist: She's mentally ill, put her in the insane asylum!","No, he's giving arms to Saudi Arabia. You know, the one's who killed a journalist because he called them out on their evil, and where the vast majority of terrorists usually come from. Last time I checked, Mexicans didn't bring down the Trade Center towers, did they, princess? URL",0.23,-0.98,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3068,36407,MGTOW is fucking gay why don't you just castrate yourself,"No, he's giving arms to Saudi Arabia. You know, the one's who killed a journalist because he called them out on their evil, and where the vast majority of terrorists usually come from. Last time I checked, Mexicans didn't bring down the Trade Center towers, did they, princess? URL",3.39,-0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45712,1952,America God Said Stop Abortions. He is not joking!!!!!! For Full prophecy go to King of Glory Ministries on YouTube,this stupid bitch im gonna clock her over the head with a masonry hammer until she passes out and lock her inside a grandfather clock and rape her with a pendulum and keep her there until she starves to die,-2.61,3.64,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
27488,1952,@r4ndie98 Gay ass cunt!,this stupid bitch im gonna clock her over the head with a masonry hammer until she passes out and lock her inside a grandfather clock and rape her with a pendulum and keep her there until she starves to die,0.94,3.64,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
48705,27488,"Bitch in the white had cotton mouth bad didn't she, lil thirsty ass",@r4ndie98 Gay ass cunt!,1.3,0.94,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
37102,1952,Tall guys love em cos they love us back. And most times...we give the energy we get. 😍 URL,this stupid bitch im gonna clock her over the head with a masonry hammer until she passes out and lock her inside a grandfather clock and rape her with a pendulum and keep her there until she starves to die,-4.24,3.64,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
48705,1952,"Bitch in the white had cotton mouth bad didn't she, lil thirsty ass",this stupid bitch im gonna clock her over the head with a masonry hammer until she passes out and lock her inside a grandfather clock and rape her with a pendulum and keep her there until she starves to die,1.3,3.64,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
45712,3352,America God Said Stop Abortions. He is not joking!!!!!! For Full prophecy go to King of Glory Ministries on YouTube,"Woman: Cries Early 20th century psychiatrist: She's mentally ill, put her in the insane asylum!",-2.61,0.23,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3068,37102,MGTOW is fucking gay why don't you just castrate yourself,Tall guys love em cos they love us back. And most times...we give the energy we get. 😍 URL,3.39,-4.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27488,3352,@r4ndie98 Gay ass cunt!,"Woman: Cries Early 20th century psychiatrist: She's mentally ill, put her in the insane asylum!",0.94,0.23,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
37102,3352,Tall guys love em cos they love us back. And most times...we give the energy we get. 😍 URL,"Woman: Cries Early 20th century psychiatrist: She's mentally ill, put her in the insane asylum!",-4.24,0.23,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1952,37102,this stupid bitch im gonna clock her over the head with a masonry hammer until she passes out and lock her inside a grandfather clock and rape her with a pendulum and keep her there until she starves to die,Tall guys love em cos they love us back. And most times...we give the energy we get. 😍 URL,3.64,-4.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45712,3068,America God Said Stop Abortions. He is not joking!!!!!! For Full prophecy go to King of Glory Ministries on YouTube,MGTOW is fucking gay why don't you just castrate yourself,-2.61,3.39,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
48705,3352,"Bitch in the white had cotton mouth bad didn't she, lil thirsty ass","Woman: Cries Early 20th century psychiatrist: She's mentally ill, put her in the insane asylum!",1.3,0.23,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3068,27488,MGTOW is fucking gay why don't you just castrate yourself,@r4ndie98 Gay ass cunt!,3.39,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45712,48705,America God Said Stop Abortions. He is not joking!!!!!! For Full prophecy go to King of Glory Ministries on YouTube,"Bitch in the white had cotton mouth bad didn't she, lil thirsty ass",-2.61,1.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3068,1952,MGTOW is fucking gay why don't you just castrate yourself,this stupid bitch im gonna clock her over the head with a masonry hammer until she passes out and lock her inside a grandfather clock and rape her with a pendulum and keep her there until she starves to die,3.39,3.64,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
27488,36407,@r4ndie98 Gay ass cunt!,"No, he's giving arms to Saudi Arabia. You know, the one's who killed a journalist because he called them out on their evil, and where the vast majority of terrorists usually come from. Last time I checked, Mexicans didn't bring down the Trade Center towers, did they, princess? URL",0.94,-0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27488,48705,@r4ndie98 Gay ass cunt!,"Bitch in the white had cotton mouth bad didn't she, lil thirsty ass",0.94,1.3,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
37102,36407,Tall guys love em cos they love us back. And most times...we give the energy we get. 😍 URL,"No, he's giving arms to Saudi Arabia. You know, the one's who killed a journalist because he called them out on their evil, and where the vast majority of terrorists usually come from. Last time I checked, Mexicans didn't bring down the Trade Center towers, did they, princess? URL",-4.24,-0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
